filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,24,38,0
10__M_Left_index_finger.png,24,32,6
10__M_Left_index_finger.png,7,40,5
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,30,30,3
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,16,40,4
10__M_Left_index_finger.png,25,32,4
10__M_Left_index_finger.png,1,28,16
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,22,30,8
10__M_Left_index_finger.png,11,36,7
10__M_Left_index_finger.png,2,19,23
10__M_Left_index_finger.png,8,28,11
10__M_Left_index_finger.png,0,24,17
10__M_Left_index_finger.png,0,29,15
10__M_Left_index_finger.png,6,30,12
10__M_Left_index_finger.png,6,23,16
10__M_Left_index_finger.png,3,20,14
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,9,33,13
10__M_Left_index_finger.png,5,40,10
10__M_Left_index_finger.png,1,28,16
10__M_Left_index_finger.png,1,22,16
10__M_Left_index_finger.png,0,20,21
10__M_Left_index_finger.png,0,6,25
10__M_Left_index_finger.png,1,16,13
10__M_Left_index_finger.png,0,14,10
10__M_Left_index_finger.png,0,22,8
10__M_Left_index_finger.png,1,14,12
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,20,28,9
10__M_Left_index_finger.png,3,30,19
10__M_Left_index_finger.png,1,26,17
10__M_Left_index_finger.png,0,13,18
10__M_Left_index_finger.png,1,16,13
10__M_Left_index_finger.png,0,12,10
10__M_Left_index_finger.png,1,11,9
10__M_Left_index_finger.png,1,9,3
10__M_Left_index_finger.png,1,10,14
10__M_Left_index_finger.png,3,8,6
10__M_Left_index_finger.png,35,28,0
10__M_Left_index_finger.png,4,39,12
10__M_Left_index_finger.png,4,42,5
10__M_Left_index_finger.png,1,6,31
10__M_Left_index_finger.png,0,22,15
10__M_Left_index_finger.png,0,10,22
10__M_Left_index_finger.png,0,7,21
10__M_Left_index_finger.png,0,16,7
10__M_Left_index_finger.png,0,16,15
10__M_Left_index_finger.png,4,10,4
10__M_Left_index_finger.png,0,8,9
10__M_Left_index_finger.png,33,30,0
10__M_Left_index_finger.png,6,30,16
10__M_Left_index_finger.png,2,22,23
10__M_Left_index_finger.png,0,19,24
10__M_Left_index_finger.png,0,23,14
10__M_Left_index_finger.png,1,14,19
10__M_Left_index_finger.png,1,10,13
10__M_Left_index_finger.png,1,10,2
10__M_Left_index_finger.png,0,12,7
10__M_Left_index_finger.png,3,6,10
10__M_Left_index_finger.png,3,7,2
10__M_Left_index_finger.png,29,28,5
10__M_Left_index_finger.png,7,38,10
10__M_Left_index_finger.png,1,27,23
10__M_Left_index_finger.png,12,40,4
10__M_Left_index_finger.png,0,10,30
10__M_Left_index_finger.png,1,9,21
10__M_Left_index_finger.png,0,8,18
10__M_Left_index_finger.png,1,12,7
10__M_Left_index_finger.png,1,8,13
10__M_Left_index_finger.png,0,12,8
10__M_Left_index_finger.png,0,6,9
10__M_Left_index_finger.png,27,36,0
10__M_Left_index_finger.png,18,30,10
10__M_Left_index_finger.png,0,26,24
10__M_Left_index_finger.png,2,30,16
10__M_Left_index_finger.png,1,17,24
10__M_Left_index_finger.png,0,9,21
10__M_Left_index_finger.png,2,20,11
10__M_Left_index_finger.png,0,12,18
10__M_Left_index_finger.png,0,13,8
10__M_Left_index_finger.png,1,14,11
10__M_Left_index_finger.png,1,13,5
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,16,34,10
10__M_Left_index_finger.png,3,26,23
10__M_Left_index_finger.png,0,28,17
10__M_Left_index_finger.png,0,19,23
10__M_Left_index_finger.png,0,10,29
10__M_Left_index_finger.png,1,10,20
10__M_Left_index_finger.png,0,14,17
10__M_Left_index_finger.png,1,14,7
10__M_Left_index_finger.png,0,11,11
10__M_Left_index_finger.png,0,9,14
10__M_Left_index_finger.png,36,28,0
10__M_Left_index_finger.png,27,32,3
10__M_Left_index_finger.png,12,40,6
10__M_Left_index_finger.png,1,36,15
10__M_Left_index_finger.png,0,16,27
10__M_Left_index_finger.png,0,15,21
10__M_Left_index_finger.png,1,6,18
10__M_Left_index_finger.png,1,12,12
10__M_Left_index_finger.png,1,14,11
10__M_Left_index_finger.png,0,10,18
10__M_Left_index_finger.png,0,21,13
10__M_Left_little_finger.png,36,28,0
10__M_Left_little_finger.png,36,28,0
10__M_Left_little_finger.png,36,28,0
10__M_Left_little_finger.png,36,28,0
10__M_Left_little_finger.png,36,28,0
10__M_Left_little_finger.png,36,28,0
