filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,676,173,41
10__M_Left_index_finger.png,461,196,119
10__M_Left_index_finger.png,213,308,142
10__M_Left_index_finger.png,268,329,179
10__M_Left_index_finger.png,2,171,260
10__M_Left_index_finger.png,8,123,136
10__M_Left_index_finger.png,367,353,110
10__M_Left_index_finger.png,1,157,332
10__M_Left_index_finger.png,5,150,181
10__M_Left_little_finger.png,812,118,0
10__M_Left_little_finger.png,795,120,7
10__M_Left_little_finger.png,464,207,99
10__M_Left_little_finger.png,633,196,44
10__M_Left_little_finger.png,108,162,260
10__M_Left_little_finger.png,13,113,117
10__M_Left_little_finger.png,494,257,94
10__M_Left_little_finger.png,8,191,237
10__M_Left_little_finger.png,5,157,185
10__M_Left_middle_finger.png,467,258,99
10__M_Left_middle_finger.png,5,165,261
10__M_Left_middle_finger.png,19,104,122
10__M_Left_middle_finger.png,191,382,139
10__M_Left_middle_finger.png,4,126,244
10__M_Left_middle_finger.png,10,93,83
10__M_Left_middle_finger.png,443,264,99
10__M_Left_middle_finger.png,6,230,250
10__M_Left_middle_finger.png,8,133,154
10__M_Left_ring_finger.png,621,198,49
10__M_Left_ring_finger.png,136,232,176
10__M_Left_ring_finger.png,51,226,186
10__M_Left_ring_finger.png,220,320,165
10__M_Left_ring_finger.png,10,137,118
10__M_Left_ring_finger.png,12,108,104
10__M_Left_ring_finger.png,325,270,157
10__M_Left_ring_finger.png,7,124,227
10__M_Left_ring_finger.png,16,176,190
10__M_Left_thumb_finger.png,524,266,42
10__M_Left_thumb_finger.png,81,425,96
10__M_Left_thumb_finger.png,28,252,208
10__M_Left_thumb_finger.png,201,396,129
10__M_Left_thumb_finger.png,1,327,194
10__M_Left_thumb_finger.png,15,209,182
10__M_Left_thumb_finger.png,438,318,66
10__M_Left_thumb_finger.png,48,436,111
10__M_Left_thumb_finger.png,14,291,202
11__M_Left_index_finger.png,316,215,168
11__M_Left_index_finger.png,32,113,271
11__M_Left_index_finger.png,20,186,221
11__M_Left_index_finger.png,119,188,234
11__M_Left_index_finger.png,9,70,228
11__M_Left_index_finger.png,17,81,183
11__M_Left_index_finger.png,558,161,77
11__M_Left_index_finger.png,221,158,148
11__M_Left_index_finger.png,148,234,149
11__M_Left_little_finger.png,657,172,46
11__M_Left_little_finger.png,1,102,315
11__M_Left_little_finger.png,40,144,240
11__M_Left_little_finger.png,420,225,154
11__M_Left_little_finger.png,1,89,294
11__M_Left_little_finger.png,3,113,226
11__M_Left_little_finger.png,810,118,0
11__M_Left_little_finger.png,663,130,52
11__M_Left_little_finger.png,713,127,29
11__M_Left_middle_finger.png,507,157,70
11__M_Left_middle_finger.png,22,60,92
11__M_Left_middle_finger.png,0,137,229
11__M_Left_middle_finger.png,422,161,137
11__M_Left_middle_finger.png,13,63,128
11__M_Left_middle_finger.png,9,73,115
11__M_Left_middle_finger.png,780,121,13
11__M_Left_middle_finger.png,448,124,45
11__M_Left_middle_finger.png,420,137,62
11__M_Left_ring_finger.png,670,178,30
11__M_Left_ring_finger.png,14,101,289
11__M_Left_ring_finger.png,0,91,283
11__M_Left_ring_finger.png,483,222,106
11__M_Left_ring_finger.png,2,84,265
11__M_Left_ring_finger.png,2,106,242
11__M_Left_ring_finger.png,772,126,14
11__M_Left_ring_finger.png,354,140,139
11__M_Left_ring_finger.png,408,193,93
11__M_Left_thumb_finger.png,630,204,39
11__M_Left_thumb_finger.png,218,323,156
11__M_Left_thumb_finger.png,21,249,256
11__M_Left_thumb_finger.png,296,357,146
11__M_Left_thumb_finger.png,3,153,344
11__M_Left_thumb_finger.png,14,59,176
11__M_Left_thumb_finger.png,526,239,74
11__M_Left_thumb_finger.png,6,193,263
11__M_Left_thumb_finger.png,7,83,169
12__M_Left_index_finger.png,583,153,77
12__M_Left_index_finger.png,77,118,189
12__M_Left_index_finger.png,14,59,117
12__M_Left_index_finger.png,432,203,118
12__M_Left_index_finger.png,10,101,222
12__M_Left_index_finger.png,28,48,58
12__M_Left_index_finger.png,808,118,1
12__M_Left_index_finger.png,570,154,82
12__M_Left_index_finger.png,473,149,70
12__M_Left_little_finger.png,590,171,87
12__M_Left_little_finger.png,11,69,381
12__M_Left_little_finger.png,26,99,141
12__M_Left_little_finger.png,458,173,153
12__M_Left_little_finger.png,4,66,311
12__M_Left_little_finger.png,9,111,147
12__M_Left_little_finger.png,811,118,0
12__M_Left_little_finger.png,666,131,54
12__M_Left_little_finger.png,621,124,65
12__M_Left_middle_finger.png,500,162,122
12__M_Left_middle_finger.png,93,133,134
12__M_Left_middle_finger.png,36,115,59
12__M_Left_middle_finger.png,168,240,205
12__M_Left_middle_finger.png,20,73,122
12__M_Left_middle_finger.png,16,18,3
12__M_Left_middle_finger.png,574,148,98
12__M_Left_middle_finger.png,131,124,181
12__M_Left_middle_finger.png,90,137,69
12__M_Left_ring_finger.png,733,119,35
12__M_Left_ring_finger.png,257,126,135
12__M_Left_ring_finger.png,221,128,154
12__M_Left_ring_finger.png,434,139,137
12__M_Left_ring_finger.png,27,94,96
12__M_Left_ring_finger.png,36,94,44
12__M_Left_ring_finger.png,609,127,78
12__M_Left_ring_finger.png,12,104,185
12__M_Left_ring_finger.png,141,164,174
12__M_Left_thumb_finger.png,701,164,21
12__M_Left_thumb_finger.png,191,260,154
12__M_Left_thumb_finger.png,26,154,255
12__M_Left_thumb_finger.png,327,178,182
12__M_Left_thumb_finger.png,1,120,263
12__M_Left_thumb_finger.png,17,72,146
12__M_Left_thumb_finger.png,457,165,118
12__M_Left_thumb_finger.png,2,144,223
12__M_Left_thumb_finger.png,35,161,168
17__M_Left_index_finger.png,742,152,6
17__M_Left_index_finger.png,47,214,148
17__M_Left_index_finger.png,39,111,50
17__M_Left_index_finger.png,603,226,25
17__M_Left_index_finger.png,7,108,175
17__M_Left_index_finger.png,12,56,82
17__M_Left_index_finger.png,755,144,10
17__M_Left_index_finger.png,350,158,140
17__M_Left_index_finger.png,382,165,76
17__M_Left_little_finger.png,800,118,0
17__M_Left_little_finger.png,268,160,88
17__M_Left_little_finger.png,77,124,74
17__M_Left_little_finger.png,686,125,36
17__M_Left_little_finger.png,6,93,150
17__M_Left_little_finger.png,19,34,33
17__M_Left_little_finger.png,801,118,1
17__M_Left_little_finger.png,245,145,72
17__M_Left_little_finger.png,174,114,37
17__M_Left_middle_finger.png,761,132,15
17__M_Left_middle_finger.png,110,192,161
17__M_Left_middle_finger.png,202,129,39
17__M_Left_middle_finger.png,572,184,48
17__M_Left_middle_finger.png,10,98,134
17__M_Left_middle_finger.png,15,51,78
17__M_Left_middle_finger.png,720,136,32
17__M_Left_middle_finger.png,77,134,138
17__M_Left_middle_finger.png,198,139,64
17__M_Left_ring_finger.png,812,118,0
17__M_Left_ring_finger.png,248,164,64
17__M_Left_ring_finger.png,13,56,58
17__M_Left_ring_finger.png,812,118,0
17__M_Left_ring_finger.png,21,100,58
17__M_Left_ring_finger.png,14,12,12
17__M_Left_ring_finger.png,812,118,0
17__M_Left_ring_finger.png,330,143,76
17__M_Left_ring_finger.png,31,108,81
17__M_Left_thumb_finger.png,793,124,5
17__M_Left_thumb_finger.png,106,322,146
17__M_Left_thumb_finger.png,35,311,157
17__M_Left_thumb_finger.png,725,158,17
17__M_Left_thumb_finger.png,5,167,277
17__M_Left_thumb_finger.png,6,186,190
17__M_Left_thumb_finger.png,790,126,7
17__M_Left_thumb_finger.png,32,272,199
17__M_Left_thumb_finger.png,2,160,161
1__M_Left_index_finger.png,695,135,47
1__M_Left_index_finger.png,115,114,170
1__M_Left_index_finger.png,159,128,50
1__M_Left_index_finger.png,441,185,104
1__M_Left_index_finger.png,9,75,162
1__M_Left_index_finger.png,14,84,113
1__M_Left_index_finger.png,683,140,37
1__M_Left_index_finger.png,111,137,122
1__M_Left_index_finger.png,55,134,88
1__M_Left_little_finger.png,728,116,47
1__M_Left_little_finger.png,202,123,155
1__M_Left_little_finger.png,123,119,68
1__M_Left_little_finger.png,587,172,78
1__M_Left_little_finger.png,8,59,223
1__M_Left_little_finger.png,22,46,24
1__M_Left_little_finger.png,786,128,5
1__M_Left_little_finger.png,447,129,118
1__M_Left_little_finger.png,478,120,80
1__M_Left_middle_finger.png,590,155,73
1__M_Left_middle_finger.png,4,58,196
1__M_Left_middle_finger.png,5,102,139
1__M_Left_middle_finger.png,381,206,150
1__M_Left_middle_finger.png,14,69,163
1__M_Left_middle_finger.png,18,71,86
1__M_Left_middle_finger.png,615,169,64
1__M_Left_middle_finger.png,7,101,296
1__M_Left_middle_finger.png,53,161,176
1__M_Left_ring_finger.png,713,126,45
1__M_Left_ring_finger.png,22,98,277
1__M_Left_ring_finger.png,120,122,195
1__M_Left_ring_finger.png,423,221,130
1__M_Left_ring_finger.png,8,157,285
1__M_Left_ring_finger.png,24,62,86
1__M_Left_ring_finger.png,727,138,40
1__M_Left_ring_finger.png,28,176,267
1__M_Left_ring_finger.png,190,127,143
1__M_Left_thumb_finger.png,675,160,40
1__M_Left_thumb_finger.png,12,222,254
1__M_Left_thumb_finger.png,0,163,255
1__M_Left_thumb_finger.png,332,272,122
1__M_Left_thumb_finger.png,4,171,271
1__M_Left_thumb_finger.png,12,64,193
1__M_Left_thumb_finger.png,527,217,82
1__M_Left_thumb_finger.png,11,211,207
1__M_Left_thumb_finger.png,2,120,238
200__M_Left_index_finger.png,703,137,49
200__M_Left_index_finger.png,199,136,196
200__M_Left_index_finger.png,253,177,90
200__M_Left_index_finger.png,408,257,95
200__M_Left_index_finger.png,10,84,135
