filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,21,22,5
10__M_Left_index_finger.png,13,24,9
10__M_Left_index_finger.png,13,34,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,19,26,3
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,16,28,3
10__M_Left_index_finger.png,17,26,4
10__M_Left_index_finger.png,6,28,9
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,24,24,0
10__M_Left_index_finger.png,10,24,6
10__M_Left_index_finger.png,10,28,4
10__M_Left_index_finger.png,16,20,7
10__M_Left_index_finger.png,6,26,7
10__M_Left_index_finger.png,11,21,9
10__M_Left_index_finger.png,10,24,7
10__M_Left_index_finger.png,18,26,1
10__M_Left_index_finger.png,6,20,12
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,22,26,0
10__M_Left_index_finger.png,10,32,2
10__M_Left_index_finger.png,2,18,17
10__M_Left_index_finger.png,2,19,12
10__M_Left_index_finger.png,1,20,11
10__M_Left_index_finger.png,0,14,14
10__M_Left_index_finger.png,0,11,15
10__M_Left_index_finger.png,1,12,14
10__M_Left_index_finger.png,1,10,6
10__M_Left_index_finger.png,1,12,11
10__M_Left_index_finger.png,0,14,9
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,17,24,3
10__M_Left_index_finger.png,7,32,4
10__M_Left_index_finger.png,2,20,15
10__M_Left_index_finger.png,2,26,5
10__M_Left_index_finger.png,1,7,17
10__M_Left_index_finger.png,0,16,10
10__M_Left_index_finger.png,0,13,10
10__M_Left_index_finger.png,1,10,10
10__M_Left_index_finger.png,0,9,8
10__M_Left_index_finger.png,0,14,4
10__M_Left_index_finger.png,1,14,8
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,3,28,12
10__M_Left_index_finger.png,0,28,9
10__M_Left_index_finger.png,0,13,17
10__M_Left_index_finger.png,0,17,15
10__M_Left_index_finger.png,0,14,11
10__M_Left_index_finger.png,1,9,11
10__M_Left_index_finger.png,1,8,7
10__M_Left_index_finger.png,1,10,8
10__M_Left_index_finger.png,1,7,4
10__M_Left_index_finger.png,2,12,8
10__M_Left_index_finger.png,0,8,9
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,5,22,13
10__M_Left_index_finger.png,3,26,13
10__M_Left_index_finger.png,2,14,18
10__M_Left_index_finger.png,0,12,19
10__M_Left_index_finger.png,0,16,14
10__M_Left_index_finger.png,0,7,16
10__M_Left_index_finger.png,1,4,14
10__M_Left_index_finger.png,0,10,4
10__M_Left_index_finger.png,0,11,11
10__M_Left_index_finger.png,2,7,10
10__M_Left_index_finger.png,2,4,4
10__M_Left_index_finger.png,25,24,0
10__M_Left_index_finger.png,5,32,7
10__M_Left_index_finger.png,2,15,21
10__M_Left_index_finger.png,0,13,19
10__M_Left_index_finger.png,0,13,16
10__M_Left_index_finger.png,0,11,16
10__M_Left_index_finger.png,0,10,15
10__M_Left_index_finger.png,1,10,8
10__M_Left_index_finger.png,0,8,1
10__M_Left_index_finger.png,1,8,4
10__M_Left_index_finger.png,1,8,5
10__M_Left_index_finger.png,3,6,1
10__M_Left_index_finger.png,24,24,0
10__M_Left_index_finger.png,6,32,5
10__M_Left_index_finger.png,2,21,16
10__M_Left_index_finger.png,9,22,10
10__M_Left_index_finger.png,0,25,13
10__M_Left_index_finger.png,0,6,20
10__M_Left_index_finger.png,0,9,15
10__M_Left_index_finger.png,0,6,16
10__M_Left_index_finger.png,3,8,4
