filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,35,42,1
10__M_Left_index_finger.png,32,38,7
10__M_Left_index_finger.png,6,43,14
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,46,32,1
10__M_Left_index_finger.png,46,34,0
10__M_Left_index_finger.png,47,32,0
10__M_Left_index_finger.png,46,34,0
10__M_Left_index_finger.png,22,56,0
10__M_Left_index_finger.png,31,44,3
10__M_Left_index_finger.png,0,28,23
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,46,34,0
10__M_Left_index_finger.png,9,48,13
10__M_Left_index_finger.png,3,30,23
10__M_Left_index_finger.png,1,34,17
10__M_Left_index_finger.png,0,22,23
10__M_Left_index_finger.png,0,20,27
10__M_Left_index_finger.png,0,22,20
10__M_Left_index_finger.png,0,28,16
10__M_Left_index_finger.png,0,24,16
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,21,41,9
10__M_Left_index_finger.png,5,40,19
10__M_Left_index_finger.png,2,40,12
10__M_Left_index_finger.png,0,16,27
10__M_Left_index_finger.png,0,18,22
10__M_Left_index_finger.png,1,16,18
10__M_Left_index_finger.png,2,15,8
10__M_Left_index_finger.png,1,24,11
10__M_Left_index_finger.png,2,16,9
10__M_Left_index_finger.png,46,34,0
10__M_Left_index_finger.png,2,31,30
10__M_Left_index_finger.png,2,22,31
10__M_Left_index_finger.png,0,23,26
10__M_Left_index_finger.png,1,22,23
10__M_Left_index_finger.png,0,10,21
10__M_Left_index_finger.png,1,16,11
10__M_Left_index_finger.png,1,20,10
10__M_Left_index_finger.png,3,16,10
10__M_Left_index_finger.png,0,11,11
10__M_Left_index_finger.png,37,36,6
10__M_Left_index_finger.png,4,39,24
10__M_Left_index_finger.png,5,26,28
10__M_Left_index_finger.png,1,28,22
10__M_Left_index_finger.png,0,17,30
10__M_Left_index_finger.png,0,14,21
10__M_Left_index_finger.png,1,11,6
10__M_Left_index_finger.png,0,14,17
10__M_Left_index_finger.png,2,9,10
10__M_Left_index_finger.png,3,7,6
10__M_Left_index_finger.png,40,38,0
10__M_Left_index_finger.png,12,48,8
10__M_Left_index_finger.png,8,35,22
10__M_Left_index_finger.png,5,29,25
10__M_Left_index_finger.png,1,10,28
10__M_Left_index_finger.png,0,12,23
10__M_Left_index_finger.png,3,12,14
10__M_Left_index_finger.png,2,8,12
10__M_Left_index_finger.png,1,14,10
10__M_Left_index_finger.png,1,10,8
10__M_Left_index_finger.png,40,40,0
10__M_Left_index_finger.png,24,43,3
10__M_Left_index_finger.png,2,37,27
10__M_Left_index_finger.png,0,35,19
10__M_Left_index_finger.png,1,21,25
10__M_Left_index_finger.png,1,17,19
10__M_Left_index_finger.png,0,19,22
10__M_Left_index_finger.png,1,11,15
10__M_Left_index_finger.png,0,16,15
10__M_Left_index_finger.png,0,14,6
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,21,48,6
10__M_Left_index_finger.png,2,34,28
10__M_Left_index_finger.png,0,29,27
10__M_Left_index_finger.png,0,15,34
10__M_Left_index_finger.png,0,11,33
10__M_Left_index_finger.png,1,12,26
10__M_Left_index_finger.png,1,16,11
10__M_Left_index_finger.png,3,15,14
10__M_Left_index_finger.png,0,10,22
10__M_Left_index_finger.png,49,32,0
10__M_Left_index_finger.png,40,40,0
10__M_Left_index_finger.png,12,48,12
10__M_Left_index_finger.png,1,32,25
10__M_Left_index_finger.png,0,20,26
10__M_Left_index_finger.png,1,13,22
10__M_Left_index_finger.png,1,10,19
10__M_Left_index_finger.png,1,20,15
10__M_Left_index_finger.png,1,10,22
10__M_Left_index_finger.png,1,13,19
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,43,34,3
10__M_Left_little_finger.png,27,43,7
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,20,34,18
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,46,34,0
10__M_Left_little_finger.png,27,32,4
10__M_Left_little_finger.png,12,33,14
10__M_Left_little_finger.png,9,27,15
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,36,28,11
10__M_Left_little_finger.png,1,9,32
10__M_Left_little_finger.png,1,8,17
10__M_Left_little_finger.png,0,11,8
10__M_Left_little_finger.png,2,14,8
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,15,42,14
10__M_Left_little_finger.png,3,22,35
10__M_Left_little_finger.png,0,9,39
10__M_Left_little_finger.png,1,9,13
10__M_Left_little_finger.png,4,7,7
10__M_Left_little_finger.png,3,10,8
10__M_Left_little_finger.png,2,7,9
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,47,32,0
10__M_Left_little_finger.png,9,38,18
10__M_Left_little_finger.png,1,24,23
10__M_Left_little_finger.png,0,10,34
10__M_Left_little_finger.png,0,10,25
10__M_Left_little_finger.png,5,10,7
10__M_Left_little_finger.png,4,6,10
10__M_Left_little_finger.png,1,13,9
10__M_Left_little_finger.png,2,6,8
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,30,31,14
10__M_Left_little_finger.png,5,50,11
10__M_Left_little_finger.png,0,23,26
10__M_Left_little_finger.png,0,15,25
10__M_Left_little_finger.png,4,11,16
10__M_Left_little_finger.png,1,13,15
10__M_Left_little_finger.png,0,13,18
10__M_Left_little_finger.png,3,14,2
10__M_Left_little_finger.png,0,17,10
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,35,31,12
10__M_Left_little_finger.png,9,43,17
10__M_Left_little_finger.png,1,24,24
10__M_Left_little_finger.png,0,25,19
10__M_Left_little_finger.png,0,13,20
10__M_Left_little_finger.png,0,13,18
10__M_Left_little_finger.png,3,12,6
10__M_Left_little_finger.png,2,19,14
10__M_Left_little_finger.png,0,36,6
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,47,32,1
10__M_Left_little_finger.png,14,40,17
10__M_Left_little_finger.png,0,28,28
10__M_Left_little_finger.png,0,12,26
10__M_Left_little_finger.png,2,10,21
10__M_Left_little_finger.png,1,7,11
10__M_Left_little_finger.png,1,13,13
10__M_Left_little_finger.png,2,13,15
10__M_Left_little_finger.png,2,12,14
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,49,32,0
10__M_Left_little_finger.png,19,36,16
10__M_Left_little_finger.png,0,36,14
10__M_Left_little_finger.png,1,29,16
10__M_Left_little_finger.png,1,21,21
10__M_Left_little_finger.png,0,19,18
10__M_Left_little_finger.png,0,12,14
10__M_Left_little_finger.png,2,14,23
10__M_Left_little_finger.png,1,17,10
10__M_Left_middle_finger.png,49,32,0
10__M_Left_middle_finger.png,49,32,0
10__M_Left_middle_finger.png,45,34,0
10__M_Left_middle_finger.png,15,42,6
10__M_Left_middle_finger.png,0,22,20
10__M_Left_middle_finger.png,0,16,22
10__M_Left_middle_finger.png,0,10,26
10__M_Left_middle_finger.png,0,13,19
10__M_Left_middle_finger.png,2,16,9
10__M_Left_middle_finger.png,4,8,9
10__M_Left_middle_finger.png,49,32,0
10__M_Left_middle_finger.png,47,32,0
10__M_Left_middle_finger.png,5,46,12
10__M_Left_middle_finger.png,1,29,21
10__M_Left_middle_finger.png,0,24,20
10__M_Left_middle_finger.png,0,13,23
10__M_Left_middle_finger.png,0,12,23
10__M_Left_middle_finger.png,0,12,17
10__M_Left_middle_finger.png,1,18,11
10__M_Left_middle_finger.png,2,6,3
10__M_Left_middle_finger.png,49,32,0
10__M_Left_middle_finger.png,17,32,20
10__M_Left_middle_finger.png,5,39,22
10__M_Left_middle_finger.png,0,22,23
10__M_Left_middle_finger.png,0,21,14
10__M_Left_middle_finger.png,0,12,20
10__M_Left_middle_finger.png,1,9,16
10__M_Left_middle_finger.png,4,8,4
10__M_Left_middle_finger.png,3,6,5
10__M_Left_middle_finger.png,2,10,5
10__M_Left_middle_finger.png,41,34,1
10__M_Left_middle_finger.png,0,52,4
10__M_Left_middle_finger.png,1,27,25
10__M_Left_middle_finger.png,1,26,13
10__M_Left_middle_finger.png,2,26,12
10__M_Left_middle_finger.png,2,6,12
10__M_Left_middle_finger.png,1,10,11
10__M_Left_middle_finger.png,3,2,6
10__M_Left_middle_finger.png,3,4,3
10__M_Left_middle_finger.png,2,10,7
10__M_Left_middle_finger.png,35,29,12
10__M_Left_middle_finger.png,1,45,11
10__M_Left_middle_finger.png,0,38,13
10__M_Left_middle_finger.png,0,20,21
10__M_Left_middle_finger.png,2,18,13
10__M_Left_middle_finger.png,0,12,18
10__M_Left_middle_finger.png,3,11,17
10__M_Left_middle_finger.png,1,10,8
10__M_Left_middle_finger.png,1,10,7
10__M_Left_middle_finger.png,2,4,2
10__M_Left_middle_finger.png,37,30,9
10__M_Left_middle_finger.png,4,56,5
10__M_Left_middle_finger.png,5,33,17
10__M_Left_middle_finger.png,1,26,20
10__M_Left_middle_finger.png,0,17,18
10__M_Left_middle_finger.png,0,14,15
10__M_Left_middle_finger.png,0,14,20
10__M_Left_middle_finger.png,1,9,10
10__M_Left_middle_finger.png,0,8,6
10__M_Left_middle_finger.png,0,10,5
10__M_Left_middle_finger.png,49,32,0
10__M_Left_middle_finger.png,5,43,18
10__M_Left_middle_finger.png,0,29,22
10__M_Left_middle_finger.png,1,17,26
10__M_Left_middle_finger.png,0,10,26
10__M_Left_middle_finger.png,1,6,22
10__M_Left_middle_finger.png,2,9,17
10__M_Left_middle_finger.png,1,19,8
10__M_Left_middle_finger.png,0,9,15
10__M_Left_middle_finger.png,1,5,7
10__M_Left_middle_finger.png,49,32,0
10__M_Left_middle_finger.png,10,40,14
10__M_Left_middle_finger.png,0,32,20
