filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,110,46,0
10__M_Left_index_finger.png,110,46,0
10__M_Left_index_finger.png,110,46,0
10__M_Left_index_finger.png,110,46,0
10__M_Left_index_finger.png,107,48,0
10__M_Left_index_finger.png,60,82,7
10__M_Left_index_finger.png,18,84,24
10__M_Left_index_finger.png,110,46,0
10__M_Left_index_finger.png,89,52,10
10__M_Left_index_finger.png,47,64,18
10__M_Left_index_finger.png,56,50,19
10__M_Left_index_finger.png,44,51,28
10__M_Left_index_finger.png,46,61,19
10__M_Left_index_finger.png,9,50,36
10__M_Left_index_finger.png,97,49,6
10__M_Left_index_finger.png,23,76,33
10__M_Left_index_finger.png,3,64,31
10__M_Left_index_finger.png,2,34,47
10__M_Left_index_finger.png,0,26,40
10__M_Left_index_finger.png,2,41,14
10__M_Left_index_finger.png,2,33,23
10__M_Left_index_finger.png,72,55,19
10__M_Left_index_finger.png,7,74,36
10__M_Left_index_finger.png,0,33,58
10__M_Left_index_finger.png,0,26,49
10__M_Left_index_finger.png,2,27,25
10__M_Left_index_finger.png,4,31,23
10__M_Left_index_finger.png,4,14,19
10__M_Left_index_finger.png,67,64,14
10__M_Left_index_finger.png,11,61,48
10__M_Left_index_finger.png,2,51,48
10__M_Left_index_finger.png,0,33,47
10__M_Left_index_finger.png,3,18,25
10__M_Left_index_finger.png,4,22,19
10__M_Left_index_finger.png,2,21,16
10__M_Left_index_finger.png,70,76,3
10__M_Left_index_finger.png,7,71,47
10__M_Left_index_finger.png,7,51,51
10__M_Left_index_finger.png,0,24,57
10__M_Left_index_finger.png,3,24,35
10__M_Left_index_finger.png,2,24,29
10__M_Left_index_finger.png,0,23,18
10__M_Left_index_finger.png,101,50,3
10__M_Left_index_finger.png,22,84,28
10__M_Left_index_finger.png,0,48,58
10__M_Left_index_finger.png,0,28,59
10__M_Left_index_finger.png,1,24,45
10__M_Left_index_finger.png,0,36,26
10__M_Left_index_finger.png,2,28,29
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,104,48,3
10__M_Left_little_finger.png,73,63,11
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,90,46,12
10__M_Left_little_finger.png,53,54,26
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,105,44,5
10__M_Left_little_finger.png,16,48,32
10__M_Left_little_finger.png,1,15,33
10__M_Left_little_finger.png,3,23,21
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,102,48,4
10__M_Left_little_finger.png,28,70,30
10__M_Left_little_finger.png,4,35,58
10__M_Left_little_finger.png,0,15,31
10__M_Left_little_finger.png,4,20,14
10__M_Left_little_finger.png,4,17,15
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,28,78,22
10__M_Left_little_finger.png,0,39,57
10__M_Left_little_finger.png,2,17,52
10__M_Left_little_finger.png,9,21,19
10__M_Left_little_finger.png,2,20,25
10__M_Left_little_finger.png,3,25,14
10__M_Left_little_finger.png,108,46,1
10__M_Left_little_finger.png,22,90,24
10__M_Left_little_finger.png,2,43,51
10__M_Left_little_finger.png,1,37,32
10__M_Left_little_finger.png,2,22,32
10__M_Left_little_finger.png,3,27,22
10__M_Left_little_finger.png,1,45,23
10__M_Left_little_finger.png,110,46,0
10__M_Left_little_finger.png,60,60,22
10__M_Left_little_finger.png,1,47,52
10__M_Left_little_finger.png,0,21,50
10__M_Left_little_finger.png,4,17,24
10__M_Left_little_finger.png,0,20,40
10__M_Left_little_finger.png,1,25,27
10__M_Left_middle_finger.png,110,46,0
10__M_Left_middle_finger.png,92,50,8
10__M_Left_middle_finger.png,18,72,20
10__M_Left_middle_finger.png,0,32,47
10__M_Left_middle_finger.png,0,18,52
10__M_Left_middle_finger.png,1,27,27
10__M_Left_middle_finger.png,4,22,18
10__M_Left_middle_finger.png,110,46,0
10__M_Left_middle_finger.png,21,82,28
10__M_Left_middle_finger.png,1,37,56
10__M_Left_middle_finger.png,0,23,47
10__M_Left_middle_finger.png,0,15,41
10__M_Left_middle_finger.png,4,24,13
10__M_Left_middle_finger.png,6,8,9
10__M_Left_middle_finger.png,56,68,14
10__M_Left_middle_finger.png,3,62,40
10__M_Left_middle_finger.png,1,60,26
10__M_Left_middle_finger.png,1,17,34
10__M_Left_middle_finger.png,3,15,20
10__M_Left_middle_finger.png,5,8,12
10__M_Left_middle_finger.png,2,16,14
10__M_Left_middle_finger.png,56,61,21
10__M_Left_middle_finger.png,0,74,35
10__M_Left_middle_finger.png,0,34,39
10__M_Left_middle_finger.png,0,29,31
10__M_Left_middle_finger.png,1,18,34
10__M_Left_middle_finger.png,3,19,15
10__M_Left_middle_finger.png,4,10,4
10__M_Left_middle_finger.png,74,62,9
10__M_Left_middle_finger.png,8,72,31
10__M_Left_middle_finger.png,0,42,49
10__M_Left_middle_finger.png,0,18,45
10__M_Left_middle_finger.png,1,14,44
10__M_Left_middle_finger.png,2,23,21
10__M_Left_middle_finger.png,2,12,17
10__M_Left_middle_finger.png,97,50,5
10__M_Left_middle_finger.png,0,47,54
10__M_Left_middle_finger.png,0,43,48
10__M_Left_middle_finger.png,0,30,41
10__M_Left_middle_finger.png,2,18,35
10__M_Left_middle_finger.png,3,16,28
10__M_Left_middle_finger.png,2,18,16
10__M_Left_middle_finger.png,110,46,0
10__M_Left_middle_finger.png,39,80,16
10__M_Left_middle_finger.png,0,66,37
10__M_Left_middle_finger.png,0,46,37
10__M_Left_middle_finger.png,0,42,35
10__M_Left_middle_finger.png,0,27,30
10__M_Left_middle_finger.png,2,29,18
10__M_Left_ring_finger.png,110,46,0
10__M_Left_ring_finger.png,110,46,0
10__M_Left_ring_finger.png,96,48,4
10__M_Left_ring_finger.png,47,61,13
10__M_Left_ring_finger.png,26,54,22
10__M_Left_ring_finger.png,27,62,27
10__M_Left_ring_finger.png,8,74,34
10__M_Left_ring_finger.png,110,46,0
10__M_Left_ring_finger.png,56,61,23
10__M_Left_ring_finger.png,11,70,28
10__M_Left_ring_finger.png,0,26,43
10__M_Left_ring_finger.png,0,25,39
10__M_Left_ring_finger.png,0,22,36
10__M_Left_ring_finger.png,1,30,29
10__M_Left_ring_finger.png,103,48,2
10__M_Left_ring_finger.png,10,68,35
10__M_Left_ring_finger.png,1,45,29
10__M_Left_ring_finger.png,2,27,26
10__M_Left_ring_finger.png,4,26,13
10__M_Left_ring_finger.png,7,12,10
