filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,81,40,0
10__M_Left_index_finger.png,81,40,0
10__M_Left_index_finger.png,81,40,0
10__M_Left_index_finger.png,81,40,0
10__M_Left_index_finger.png,81,40,0
10__M_Left_index_finger.png,81,40,0
10__M_Left_index_finger.png,36,76,3
10__M_Left_index_finger.png,26,66,11
10__M_Left_index_finger.png,81,40,0
10__M_Left_index_finger.png,79,40,1
10__M_Left_index_finger.png,61,46,4
10__M_Left_index_finger.png,46,48,11
10__M_Left_index_finger.png,47,42,11
10__M_Left_index_finger.png,44,41,18
10__M_Left_index_finger.png,49,50,9
10__M_Left_index_finger.png,10,43,33
10__M_Left_index_finger.png,78,42,0
10__M_Left_index_finger.png,24,58,23
10__M_Left_index_finger.png,3,60,30
10__M_Left_index_finger.png,1,35,33
10__M_Left_index_finger.png,0,27,37
10__M_Left_index_finger.png,1,17,36
10__M_Left_index_finger.png,2,33,17
10__M_Left_index_finger.png,1,32,15
10__M_Left_index_finger.png,67,44,6
10__M_Left_index_finger.png,14,56,30
10__M_Left_index_finger.png,0,32,42
10__M_Left_index_finger.png,1,29,33
10__M_Left_index_finger.png,2,15,29
10__M_Left_index_finger.png,2,22,19
10__M_Left_index_finger.png,4,27,11
10__M_Left_index_finger.png,2,21,17
10__M_Left_index_finger.png,56,56,3
10__M_Left_index_finger.png,9,58,32
10__M_Left_index_finger.png,4,33,46
10__M_Left_index_finger.png,0,28,40
10__M_Left_index_finger.png,1,16,36
10__M_Left_index_finger.png,1,17,14
10__M_Left_index_finger.png,1,17,24
10__M_Left_index_finger.png,3,13,6
10__M_Left_index_finger.png,55,60,1
10__M_Left_index_finger.png,13,65,20
10__M_Left_index_finger.png,24,54,20
10__M_Left_index_finger.png,0,13,54
10__M_Left_index_finger.png,0,18,41
10__M_Left_index_finger.png,4,18,19
10__M_Left_index_finger.png,3,13,17
10__M_Left_index_finger.png,1,16,21
10__M_Left_index_finger.png,60,48,9
10__M_Left_index_finger.png,14,63,28
10__M_Left_index_finger.png,3,51,35
10__M_Left_index_finger.png,0,34,43
10__M_Left_index_finger.png,0,27,32
10__M_Left_index_finger.png,0,19,36
10__M_Left_index_finger.png,1,20,20
10__M_Left_index_finger.png,1,19,22
10__M_Left_index_finger.png,81,40,0
10__M_Left_index_finger.png,35,60,15
10__M_Left_index_finger.png,7,64,24
10__M_Left_index_finger.png,0,23,46
10__M_Left_index_finger.png,0,19,42
10__M_Left_index_finger.png,1,20,30
10__M_Left_index_finger.png,2,24,24
10__M_Left_index_finger.png,0,26,28
10__M_Left_little_finger.png,81,40,0
10__M_Left_little_finger.png,81,40,0
10__M_Left_little_finger.png,81,40,0
10__M_Left_little_finger.png,81,40,0
10__M_Left_little_finger.png,81,40,0
10__M_Left_little_finger.png,81,40,0
10__M_Left_little_finger.png,77,38,5
