filename,start_points,connection_points,branch_points
10__M_Left_index_finger.png,64,36,0
10__M_Left_index_finger.png,64,36,0
10__M_Left_index_finger.png,64,36,0
10__M_Left_index_finger.png,64,36,0
10__M_Left_index_finger.png,64,36,0
10__M_Left_index_finger.png,64,36,0
10__M_Left_index_finger.png,58,38,3
10__M_Left_index_finger.png,37,46,12
10__M_Left_index_finger.png,8,51,18
10__M_Left_index_finger.png,64,36,0
10__M_Left_index_finger.png,64,36,0
10__M_Left_index_finger.png,63,36,0
10__M_Left_index_finger.png,42,36,13
10__M_Left_index_finger.png,58,38,0
10__M_Left_index_finger.png,40,38,13
10__M_Left_index_finger.png,34,54,2
10__M_Left_index_finger.png,45,44,4
10__M_Left_index_finger.png,1,31,35
10__M_Left_index_finger.png,64,36,0
10__M_Left_index_finger.png,35,45,9
10__M_Left_index_finger.png,2,38,35
10__M_Left_index_finger.png,3,38,24
10__M_Left_index_finger.png,0,26,34
10__M_Left_index_finger.png,2,19,30
10__M_Left_index_finger.png,0,23,18
10__M_Left_index_finger.png,1,28,25
10__M_Left_index_finger.png,0,27,17
10__M_Left_index_finger.png,61,36,1
10__M_Left_index_finger.png,25,46,16
10__M_Left_index_finger.png,0,40,33
10__M_Left_index_finger.png,0,33,22
10__M_Left_index_finger.png,0,22,24
10__M_Left_index_finger.png,1,23,16
10__M_Left_index_finger.png,2,15,11
10__M_Left_index_finger.png,2,16,18
10__M_Left_index_finger.png,3,16,9
10__M_Left_index_finger.png,55,40,3
10__M_Left_index_finger.png,6,45,30
10__M_Left_index_finger.png,4,35,30
10__M_Left_index_finger.png,0,30,29
10__M_Left_index_finger.png,0,19,34
10__M_Left_index_finger.png,2,11,23
10__M_Left_index_finger.png,0,21,20
10__M_Left_index_finger.png,3,19,15
10__M_Left_index_finger.png,0,12,12
10__M_Left_index_finger.png,49,38,9
10__M_Left_index_finger.png,16,44,21
10__M_Left_index_finger.png,6,35,31
10__M_Left_index_finger.png,0,26,36
10__M_Left_index_finger.png,3,19,23
10__M_Left_index_finger.png,3,15,18
10__M_Left_index_finger.png,3,8,16
10__M_Left_index_finger.png,3,14,11
10__M_Left_index_finger.png,2,11,10
10__M_Left_index_finger.png,46,46,4
10__M_Left_index_finger.png,21,45,19
10__M_Left_index_finger.png,15,46,24
10__M_Left_index_finger.png,1,25,35
10__M_Left_index_finger.png,0,14,31
10__M_Left_index_finger.png,0,28,21
10__M_Left_index_finger.png,2,13,18
